kode_matkul,nama_matkul,sks_matakuliah,total_hadir,total_pertemuan,kode_nilai,kategori,npm_mahasiswa,rasio_kehadiran,kategori_encoded,cluster_kmeans,cluster,cluster_dbscan,cluster_agglo,cluster_gmm
SIL0079,Lab Kecerdasan Buatan,1,7,14,A,Machine Learning,2131100,0.5,12,10,10,46,6,10
SI00122,Kecerdasan Buatan,3,12,14,B,Machine Learning,2131100,0.8571428571428571,12,3,3,45,3,3
SIL0135,Lab. IT Governance,1,8,8,A,Manajemen,2131100,1.0,14,4,4,55,5,10
SI00289,IT Governance,3,14,14,A,Manajemen,2131100,1.0,14,0,0,50,7,11
SIL0134,Lab. Pengembangan Aplikasi Mobile,1,7,8,A,Mobile Development,2131100,0.875,17,10,10,54,6,10
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2131101,1.0,2,1,1,61,2,11
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2131101,0.9285714285714286,4,1,1,62,2,11
SI00214,Desain Interaksi,3,14,14,B,Design,2131101,1.0,5,5,5,60,13,2
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2131101,1.0,20,8,8,59,0,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2131101,1.0,14,3,3,58,3,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2131101,1.0,8,5,5,21,4,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2131101,1.0,25,8,8,22,0,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2131101,1.0,2,1,1,24,2,11
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2131101,1.0,3,5,5,20,13,11
SI00157,Animasi 2D,3,14,14,A,Animation,2131101,1.0,0,1,1,23,2,11
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2131101,0.9285714285714286,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2131101,1.0,3,1,1,30,2,8
SI00282,Perintisan Startup Business,3,13,14,A,Startup,2131101,0.9285714285714286,22,12,12,28,8,12
SI00165,Pemograman Web,3,14,14,A,Website Making,2131101,1.0,25,8,8,31,0,11
SI00249,Aplikasi Komputer Akuntansi,3,14,14,A,Basic Programming,2131101,1.0,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2131101,1.0,11,2,2,26,4,11
SI00163,Teknologi Game,3,14,14,A,Game Making,2131101,1.0,7,1,1,1,2,11
SIL0094,Lab. Teknologi Game,1,7,14,B,Game Making,2131101,0.5,7,9,9,67,10,10
SI00225,Fotografi Dan Desain Multimedia,3,14,14,A,Design,2131101,1.0,5,5,5,4,4,11
SIL0118,Lab. Fotografi dan Desain Multimedia,1,9,14,A,Design,2131101,0.6428571428571429,5,9,9,68,10,10
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2131101,1.0,16,8,8,3,0,11
SI00283,Pengembangan Startup Business,3,13,14,A,Startup,2131101,0.9285714285714286,22,12,12,28,8,12
SI00241,3D Animasi,3,14,14,A,Animation,2131101,1.0,0,13,13,13,9,11
SI00118,Sinematografi,3,13,14,A,Movie Making,2131101,0.9285714285714286,19,14,14,19,3,14
SIL0132,Lab. Game Design,1,10,14,B,Game Making,2131101,0.7142857142857143,7,4,4,35,10,10
SI00277,Game Design,3,14,14,A,Game Making,2131101,1.0,7,6,6,34,12,11
SIL0077,Lab. Sinematografi,1,12,14,A,Movie Making,2131101,0.8571428571428571,19,10,10,36,6,10
SIL0128,Lab 3D Animasi,1,9,14,B,Animation,2131101,0.6428571428571429,0,9,9,33,10,10
SIL0127,Lab Efek Visual,1,8,8,A,Design,2131101,1.0,5,9,9,38,10,10
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,2131101,1.0,7,0,0,14,7,11
SI00152,Teknik Pemograman,3,13,14,A,Basic Programming,2131102,0.9285714285714286,2,1,1,61,2,11
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2131102,0.9285714285714286,4,1,1,62,2,11
SI00214,Desain Interaksi,3,14,14,A,Design,2131102,1.0,5,5,5,60,13,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2131102,1.0,20,8,8,59,0,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2131102,1.0,14,3,3,58,3,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2131102,1.0,2,1,1,24,2,11
SI00217,Perancangan Situs Web,3,14,14,B,Website Making,2131102,1.0,25,8,8,22,0,5
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2131102,1.0,3,5,5,20,13,11
SI00157,Animasi 2D,3,14,14,A,Animation,2131102,1.0,0,1,1,23,2,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2131102,1.0,8,5,5,21,4,11
SI00150,Matematika Sistem Informasi,3,14,14,A,Logical Thinking,2131102,1.0,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2131102,1.0,3,1,1,30,2,8
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2131102,1.0,22,12,12,28,8,12
SI00165,Pemograman Web,3,14,14,A,Website Making,2131102,1.0,25,8,8,31,0,11
SI00249,Aplikasi Komputer Akuntansi,3,14,14,A,Basic Programming,2131102,1.0,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2131102,1.0,11,2,2,26,4,11
SI00234,Machine Learning,3,13,14,B,Machine Learning,2131102,0.9285714285714286,12,2,2,41,4,2
SIL0124,Lab Machine Learning,1,12,14,A,Machine Learning,2131102,0.8571428571428571,12,10,10,63,6,10
SI00160,Pemrograman Berorientasi Obyek,3,14,14,A,Basic Programming,2131102,1.0,2,1,1,42,2,11
SIL0092,Lab. Pemograman Berorientasi Obyek,1,12,14,A,Basic Programming,2131102,0.8571428571428571,2,9,9,64,10,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,B,Basic Programming,2131102,1.0,2,5,5,40,13,2
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,11,14,B,Logical Thinking,2131102,0.7857142857142857,11,4,4,65,5,10
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2131102,1.0,16,8,8,3,0,11
SI00283,Pengembangan Startup Business,3,12,14,B,Startup,2131102,0.8571428571428571,22,12,12,28,8,12
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2131102,0.9285714285714286,11,11,11,32,11,11
SI00122,Kecerdasan Buatan,3,14,14,B,Machine Learning,2131102,1.0,12,3,3,45,3,3
SIL0079,Lab Kecerdasan Buatan,1,4,14,B,Machine Learning,2131102,0.2857142857142857,12,10,10,46,6,10
SI00278,Perancangan Aplikasi Mobile,3,13,14,A,Mobile Development,2131102,0.9285714285714286,17,12,12,43,8,11
SIL0131,Lab. Perancangan Aplikasi Mobile,1,8,14,A,Mobile Development,2131102,0.5714285714285714,17,10,10,44,6,10
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,2131102,1.0,14,2,2,47,1,11
SIL0133,Lab. Rekayasa Ulang Bisnis,1,12,14,A,Manajemen,2131102,0.8571428571428571,14,10,10,48,5,10
SIL0134,Lab. Pengembangan Aplikasi Mobile,1,7,8,A,Mobile Development,2131102,0.875,17,10,10,54,6,10
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2131103,1.0,2,1,1,61,2,11
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2131103,0.9285714285714286,4,1,1,62,2,11
SI00220,Sistem Multimedia,3,14,14,B,Multimedia,2131103,1.0,20,8,8,59,0,5
SI00214,Desain Interaksi,3,14,14,A,Design,2131103,1.0,5,5,5,60,13,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2131103,1.0,14,3,3,58,3,11
SI00219,Sistem Basis Data,3,14,14,C,Basis Data,2131103,1.0,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,10,14,A,Hardware,2131103,0.7142857142857143,8,5,5,21,4,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2131103,1.0,2,1,1,24,2,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2131103,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,B,Animation,2131103,1.0,0,1,1,23,2,8
SI00150,Matematika Sistem Informasi,3,14,14,A,Logical Thinking,2131103,1.0,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2131103,1.0,3,1,1,30,2,8
SI00282,Perintisan Startup Business,3,14,14,B,Startup,2131103,1.0,22,12,12,28,8,12
SI00165,Pemograman Web,3,14,14,A,Website Making,2131103,1.0,25,8,8,31,0,11
SI00249,Aplikasi Komputer Akuntansi,3,12,14,A,Basic Programming,2131103,0.8571428571428571,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,13,14,A,Logical Thinking,2131103,0.9285714285714286,11,2,2,26,4,11
SI00234,Machine Learning,3,13,14,B,Machine Learning,2131103,0.9285714285714286,12,2,2,41,4,2
SIL0124,Lab Machine Learning,1,12,14,B,Machine Learning,2131103,0.8571428571428571,12,10,10,63,6,10
SI00160,Pemrograman Berorientasi Obyek,3,14,14,A,Basic Programming,2131103,1.0,2,1,1,42,2,11
SIL0092,Lab. Pemograman Berorientasi Obyek,1,12,14,A,Basic Programming,2131103,0.8571428571428571,2,9,9,64,10,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,B,Basic Programming,2131103,1.0,2,5,5,40,13,2
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,11,14,A,Logical Thinking,2131103,0.7857142857142857,11,4,4,65,5,10
SI00208,Teknik Pemasaran Digital,3,13,14,B,Marketing,2131103,0.9285714285714286,16,8,8,3,0,8
SI00283,Pengembangan Startup Business,3,12,14,B,Startup,2131103,0.8571428571428571,22,12,12,28,8,12
SI00122,Kecerdasan Buatan,3,12,14,B,Machine Learning,2131103,0.8571428571428571,12,3,3,45,3,3
SIL0079,Lab Kecerdasan Buatan,1,4,14,A,Machine Learning,2131103,0.2857142857142857,12,10,10,46,6,10
SI00278,Perancangan Aplikasi Mobile,3,13,14,A,Mobile Development,2131103,0.9285714285714286,17,12,12,43,8,11
SIL0131,Lab. Perancangan Aplikasi Mobile,1,7,14,A,Mobile Development,2131103,0.5,17,10,10,44,6,10
SI00239,Rekayasa Ulang Bisnis,3,13,14,A,Manajemen,2131103,0.9285714285714286,14,2,2,47,1,11
SIL0133,Lab. Rekayasa Ulang Bisnis,1,11,14,A,Manajemen,2131103,0.7857142857142857,14,10,10,48,5,10
SIL0134,Lab. Pengembangan Aplikasi Mobile,1,6,8,A,Mobile Development,2131103,0.75,17,10,10,54,6,10
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2131104,1.0,2,1,1,61,2,11
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2131104,0.9285714285714286,4,1,1,62,2,11
SI00220,Sistem Multimedia,3,13,14,C,Multimedia,2131104,0.9285714285714286,20,8,8,59,0,5
SI00214,Desain Interaksi,3,14,14,A,Design,2131104,1.0,5,5,5,60,13,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2131104,1.0,14,3,3,58,3,11
SI00219,Sistem Basis Data,3,14,14,B,Basis Data,2131104,1.0,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,10,14,A,Hardware,2131104,0.7142857142857143,8,5,5,21,4,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2131104,1.0,2,1,1,24,2,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2131104,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,13,14,A,Animation,2131104,0.9285714285714286,0,1,1,23,2,11
SI00153,Arsitektur Dan Organisasi Komputer,3,11,14,A,Computer Hardware,2131139,0.7857142857142857,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2131139,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,12,14,A,Basic Programming,2131139,0.8571428571428571,2,1,1,61,2,11
SI00214,Desain Interaksi,3,14,14,A,Design,2131139,1.0,5,5,5,60,13,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2131139,1.0,20,8,8,59,0,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2131139,1.0,2,1,1,24,2,11
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2131139,1.0,3,5,5,20,13,11
SI00157,Animasi 2D,3,14,14,A,Animation,2131139,1.0,0,1,1,23,2,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2131139,1.0,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2131139,1.0,8,5,5,21,4,11
SI00150,Matematika Sistem Informasi,3,14,14,A,Logical Thinking,2131139,1.0,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2131139,1.0,3,1,1,30,2,8
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2131139,1.0,22,12,12,28,8,12
SI00165,Pemograman Web,3,14,14,A,Website Making,2131139,1.0,25,8,8,31,0,11
SI00249,Aplikasi Komputer Akuntansi,3,13,14,A,Basic Programming,2131139,0.9285714285714286,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2131139,1.0,11,2,2,26,4,11
SI00163,Teknologi Game,3,14,14,A,Game Making,2131139,1.0,7,1,1,1,2,11
SIL0094,Lab. Teknologi Game,1,7,14,A,Game Making,2131139,0.5,7,9,9,67,10,10
SI00225,Fotografi Dan Desain Multimedia,3,14,14,A,Design,2131139,1.0,5,5,5,4,4,11
SIL0118,Lab. Fotografi dan Desain Multimedia,1,10,14,A,Design,2131139,0.7142857142857143,5,9,9,68,10,10
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2131139,1.0,16,8,8,3,0,11
SI00283,Pengembangan Startup Business,3,13,14,A,Startup,2131139,0.9285714285714286,22,12,12,28,8,12
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2131139,0.9285714285714286,11,11,11,32,11,11
SI00277,Game Design,3,14,14,A,Game Making,2131139,1.0,7,6,6,34,12,11
SIL0132,Lab. Game Design,1,10,14,A,Game Making,2131139,0.7142857142857143,7,4,4,35,10,10
SI00118,Sinematografi,3,14,14,A,Movie Making,2131139,1.0,19,14,14,19,3,14
SIL0077,Lab. Sinematografi,1,12,14,A,Movie Making,2131139,0.8571428571428571,19,10,10,36,6,10
SI00241,3D Animasi,3,13,14,A,Animation,2131139,0.9285714285714286,0,13,13,13,9,11
SIL0128,Lab 3D Animasi,1,9,14,A,Animation,2131139,0.6428571428571429,0,9,9,33,10,10
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,2131139,1.0,7,0,0,14,7,11
SIL0127,Lab Efek Visual,1,8,8,B,Design,2131139,1.0,5,9,9,38,10,10
SI00152,Teknik Pemograman,3,13,14,A,Basic Programming,2131105,0.9285714285714286,2,1,1,61,2,11
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2131105,0.9285714285714286,4,1,1,62,2,11
SI00220,Sistem Multimedia,3,14,14,B,Multimedia,2131105,1.0,20,8,8,59,0,5
SI00214,Desain Interaksi,3,14,14,A,Design,2131105,1.0,5,5,5,60,13,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2131105,1.0,14,3,3,58,3,11
SI00219,Sistem Basis Data,3,14,14,C,Basis Data,2131105,1.0,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,10,14,A,Hardware,2131105,0.7142857142857143,8,5,5,21,4,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2131105,1.0,2,1,1,24,2,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2131105,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,13,14,A,Animation,2131105,0.9285714285714286,0,1,1,23,2,11
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2131105,0.9285714285714286,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2131105,1.0,3,1,1,30,2,8
SI00282,Perintisan Startup Business,3,14,14,B,Startup,2131105,1.0,22,12,12,28,8,12
SI00165,Pemograman Web,3,13,14,A,Website Making,2131105,0.9285714285714286,25,8,8,31,0,11
SI00249,Aplikasi Komputer Akuntansi,3,12,14,A,Basic Programming,2131105,0.8571428571428571,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2131105,1.0,11,2,2,26,4,11
SI00234,Machine Learning,3,12,14,B,Machine Learning,2131105,0.8571428571428571,12,2,2,41,4,5
SIL0124,Lab Machine Learning,1,11,14,A,Machine Learning,2131105,0.7857142857142857,12,10,10,63,6,10
SI00160,Pemrograman Berorientasi Obyek,3,13,14,A,Basic Programming,2131105,0.9285714285714286,2,1,1,42,2,11
SIL0092,Lab. Pemograman Berorientasi Obyek,1,12,14,A,Basic Programming,2131105,0.8571428571428571,2,9,9,64,10,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,2131105,1.0,2,5,5,40,13,11
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,11,14,A,Logical Thinking,2131105,0.7857142857142857,11,4,4,65,5,10
SI00208,Teknik Pemasaran Digital,3,13,14,B,Marketing,2131105,0.9285714285714286,16,8,8,3,0,8
SI00283,Pengembangan Startup Business,3,12,14,B,Startup,2131105,0.8571428571428571,22,12,12,28,8,12
SI00122,Kecerdasan Buatan,3,13,14,A,Machine Learning,2131105,0.9285714285714286,12,3,3,45,3,11
SIL0079,Lab Kecerdasan Buatan,1,3,14,A,Machine Learning,2131105,0.21428571428571427,12,10,10,46,6,10
SI00278,Perancangan Aplikasi Mobile,3,13,14,A,Mobile Development,2131105,0.9285714285714286,17,12,12,43,8,11
SIL0131,Lab. Perancangan Aplikasi Mobile,1,7,14,A,Mobile Development,2131105,0.5,17,10,10,44,6,10
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,2131105,1.0,14,2,2,47,1,11
SIL0133,Lab. Rekayasa Ulang Bisnis,1,12,14,A,Manajemen,2131105,0.8571428571428571,14,10,10,48,5,10
SIL0134,Lab. Pengembangan Aplikasi Mobile,1,6,8,A,Mobile Development,2131105,0.75,17,10,10,54,6,10
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2131106,1.0,2,1,1,61,2,11
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2131106,0.9285714285714286,4,1,1,62,2,11
SI00220,Sistem Multimedia,3,14,14,B,Multimedia,2131106,1.0,20,8,8,59,0,5
SI00214,Desain Interaksi,3,14,14,A,Design,2131106,1.0,5,5,5,60,13,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2131106,1.0,14,3,3,58,3,11
SI00219,Sistem Basis Data,3,14,14,C,Basis Data,2131106,1.0,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,10,14,A,Hardware,2131106,0.7142857142857143,8,5,5,21,4,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2131106,1.0,2,1,1,24,2,11
SI00217,Perancangan Situs Web,3,13,14,A,Website Making,2131106,0.9285714285714286,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,A,Animation,2131106,1.0,0,1,1,23,2,11
SI00150,Matematika Sistem Informasi,3,11,14,B,Logical Thinking,2131106,0.7857142857142857,11,3,3,29,3,3
SI00162,Pemograman Basis Data,3,15,15,A,Basis Data,2131106,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,13,14,B,Website Making,2131106,0.9285714285714286,25,8,8,31,0,5
SI00249,Aplikasi Komputer Akuntansi,3,13,14,A,Basic Programming,2131106,0.9285714285714286,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,15,15,A,Logical Thinking,2131106,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,14,14,B,Startup,2131106,1.0,22,12,12,28,8,12
SI00234,Machine Learning,3,13,14,A,Machine Learning,2131106,0.9285714285714286,12,2,2,41,4,11
SIL0124,Lab Machine Learning,1,12,14,A,Machine Learning,2131106,0.8571428571428571,12,10,10,63,6,10
SI00160,Pemrograman Berorientasi Obyek,3,14,14,A,Basic Programming,2131106,1.0,2,1,1,42,2,11
SIL0092,Lab. Pemograman Berorientasi Obyek,1,12,14,A,Basic Programming,2131106,0.8571428571428571,2,9,9,64,10,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,2131106,1.0,2,5,5,40,13,11
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,11,14,A,Logical Thinking,2131106,0.7857142857142857,11,4,4,65,5,10
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2131106,1.0,16,8,8,3,0,11
SI00283,Pengembangan Startup Business,3,12,14,B,Startup,2131106,0.8571428571428571,22,12,12,28,8,12
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2131106,0.9285714285714286,11,11,11,32,11,11
SI00278,Perancangan Aplikasi Mobile,3,13,14,A,Mobile Development,2131106,0.9285714285714286,17,12,12,43,8,11
SIL0131,Lab. Perancangan Aplikasi Mobile,1,8,14,A,Mobile Development,2131106,0.5714285714285714,17,10,10,44,6,10
SIL0134,Lab. Pengembangan Aplikasi Mobile,1,7,8,A,Mobile Development,2131106,0.875,17,10,10,54,6,10
SI00289,IT Governance,3,14,14,B,Manajemen,2131106,1.0,14,0,0,50,7,6
SIL0135,Lab. IT Governance,1,8,8,A,Manajemen,2131106,1.0,14,4,4,55,5,10
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231004,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,13,14,A,Manajemen,2231004,0.9285714285714286,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231004,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,12,14,A,Multimedia,2231004,0.8571428571428571,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231004,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,11,14,A,Basic Programming,2231004,0.7857142857142857,2,1,1,24,2,11
SI00157,Animasi 2D,3,12,14,A,Animation,2231004,0.8571428571428571,0,1,1,23,2,11
SI00219,Sistem Basis Data,3,14,14,B,Basis Data,2231004,1.0,3,5,5,20,13,2
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231004,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231004,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231004,0.9285714285714286,11,11,11,32,11,11
SI00165,Pemograman Web,3,11,14,A,Website Making,2231004,0.7857142857142857,25,8,8,31,0,11
SI00162,Pemograman Basis Data,3,13,14,B,Basis Data,2231004,0.9285714285714286,3,1,1,30,2,8
SI00150,Matematika Sistem Informasi,3,11,14,C,Logical Thinking,2231004,0.7857142857142857,11,3,3,29,3,3
SI00282,Perintisan Startup Business,3,11,14,B,Startup,2231004,0.7857142857142857,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,13,14,A,Basic Programming,2231004,0.9285714285714286,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,13,14,A,Logical Thinking,2231004,0.9285714285714286,11,2,2,26,4,11
SI00317,Pemrograman Berorientasi Obyek,3,13,14,C,Basic Programming,2231004,0.9285714285714286,2,9,9,69,10,9
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,2231004,1.0,2,5,5,40,13,11
SIL0124,Lab Machine Learning,1,8,9,A,Machine Learning,2231004,0.8888888888888888,12,10,10,63,6,10
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231004,0.875,11,4,4,65,5,10
SIL0092,Lab. Pemograman Berorientasi Obyek,1,8,8,C,Basic Programming,2231004,1.0,2,9,9,64,10,10
SI00208,Teknik Pemasaran Digital,3,11,14,A,Marketing,2231004,0.7857142857142857,16,8,8,3,0,11
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231005,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231005,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231005,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231005,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231005,1.0,5,5,5,60,13,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,13,14,A,Hardware,2231005,0.9285714285714286,8,5,5,21,4,11
SI00155,Struktur Data,3,13,14,A,Basic Programming,2231005,0.9285714285714286,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,A,Animation,2231005,1.0,0,1,1,23,2,11
SI00219,Sistem Basis Data,3,13,14,A,Basis Data,2231005,0.9285714285714286,3,5,5,20,13,11
SI00217,Perancangan Situs Web,3,13,14,A,Website Making,2231005,0.9285714285714286,25,8,8,22,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231005,0.9285714285714286,11,11,11,32,11,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2231005,1.0,25,8,8,31,0,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231005,1.0,3,1,1,30,2,11
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2231005,0.9285714285714286,11,3,3,29,3,11
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2231005,1.0,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,13,14,A,Basic Programming,2231005,0.9285714285714286,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231005,1.0,11,2,2,26,4,11
SIL0094,Lab. Teknologi Game,1,7,8,A,Game Making,2231005,0.875,7,9,9,67,10,9
SI00163,Teknologi Game,3,14,14,C,Game Making,2231005,1.0,7,1,1,1,2,8
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231006,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231006,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231006,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,13,14,A,Multimedia,2231006,0.9285714285714286,20,8,8,59,0,11
SI00214,Desain Interaksi,3,13,14,A,Design,2231006,0.9285714285714286,5,5,5,60,13,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2231006,1.0,2,1,1,24,2,11
SI00157,Animasi 2D,3,13,14,A,Animation,2231006,0.9285714285714286,0,1,1,23,2,11
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2231006,1.0,3,5,5,20,13,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2231006,1.0,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231006,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231006,0.9285714285714286,11,11,11,32,11,11
